"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
3.2,64,321,33,2022-03-20,"Odontoglossum",19,6
13.6,113,0,38,2022-03-04,"Miltoniopsis",19.8,9
7.3,100,324,39,2022-04-15,"Cattleya",21.7,5
13.6,88,0,33,2022-03-13,"Vanda",24,5
7.9,83,273,36,2022-03-24,"Paphiopedalum",22.6,5
15.2,106,256,36,2022-03-11,"Miltoniopsis",17.2,9
20,94,322,33,2022-03-13,"Vanda",25.7,6
3.7,75,306,38,2022-04-19,"Odontoglossum",20.4,3
16.5,92,300,35,2022-03-15,"Cambria",19.7,5
9.7,97,296,36,2022-03-14,"Paphiopedalum",19.8,8
17.2,0,284,37,2022-04-13,"Miltoniopsis",16.5,4
30.4,99,260,34,2022-04-08,"Dendrobium",17.4,7
14,75,0,35,2022-04-12,"Miltoniopsis",18.2,0
6.5,71,230,36,2022-04-09,"Oncidium",19.8,7
18.6,84,0,35,2022-04-08,"Cambria",22.6,10
25.2,83,267,34,2022-04-13,"Vanda",27.5,7
6.4,59,261,0,2022-03-28,"Oncidium",19.5,6
18.6,96,284,36,2022-03-16,"Cambria",20.7,4
19.7,0,270,38,2022-04-13,"Vanda",25.2,6
5.6,63,338,40,2022-03-05,"Cattleya",20.7,8
17,86,252,36,2022-04-10,"Miltoniopsis",20.2,2
8.1,67,256,33,2022-04-12,"Cattleya",21,5
6.6,0,295,36,2022-04-25,"Paphiopedalum",20.9,3
24.4,91,273,37,2022-04-21,"Vanda",28.2,8
23.6,98,242,34,2022-03-23,"Vanda",26.4,7
28.7,63,235,35,2022-03-19,"Dendrobium",19.2,7
22,80,290,35,2022-04-05,"Dendrobium",19.2,9
22.7,70,262,35,2022-03-31,"Dendrobium",17.4,8
15.1,66,0,33,2022-03-07,"Miltoniopsis",19.8,8
13.5,64,274,38,2022-03-12,"Phalaenopsis",23,4
23,84,298,0,2022-03-21,"Vanda",24.7,9
16.4,89,263,34,2022-03-27,"Miltoniopsis",17.1,4
16.9,99,299,36,2022-03-27,"Phalaenopsis",27.5,6
8.9,83,275,38,2022-03-23,"Paphiopedalum",21.5,5
16.6,62,245,34,2022-03-25,"Phalaenopsis",28.1,7
6.8,78,239,35,2022-03-24,"Paphiopedalum",21.3,5
15.6,0,325,41,2022-03-18,"Miltoniopsis",18.8,5
7.6,91,282,35,2022-04-12,"Cattleya",20.6,7
6.9,93,281,36,2022-04-02,"Oncidium",21,5
14.7,83,293,35,2022-04-02,"Miltoniopsis",18.4,4
12.8,70,0,32,2022-04-09,"Miltoniopsis",19.5,4
8.4,0,277,32,2022-04-04,"Cattleya",20.5,6
31.5,83,276,0,2022-03-21,"Dendrobium",17.1,5
7.2,90,282,34,2022-03-10,"Oncidium",22,6
16.1,62,330,35,2022-03-17,"Cambria",20.5,9
16.9,88,238,29,2022-03-16,"Phalaenopsis",25,7
15.5,87,299,34,2022-03-31,"Cymbidium",18.2,8
7,84,272,39,2022-03-13,"Cattleya",19.4,9
7.9,80,321,34,2022-03-05,"Oncidium",21,5
21.6,95,239,38,2022-04-04,"Vanda",27.5,9
8.9,72,291,39,2022-03-30,"Cattleya",20.9,8
7.1,75,269,37,2022-04-10,"Oncidium",20,7
16.8,61,325,37,2022-04-07,"Cymbidium",18.2,5
9.7,86,302,0,2022-03-23,"Cattleya",20.7,10
12.7,76,298,0,2022-03-29,"Miltoniopsis",17.7,5
18.9,77,284,0,2022-04-06,"Cambria",19.7,9
7.8,64,285,40,2022-03-11,"Oncidium",22.4,9
17.6,105,279,35,2022-03-12,"Cambria",21.7,6
15.1,67,0,0,2022-03-14,"Cymbidium",20.4,5
9.1,78,0,40,2022-03-07,"Cattleya",21.1,5
6.6,80,314,38,2022-03-18,"Paphiopedalum",20.4,6
18.5,74,295,36,2022-03-08,"Phalaenopsis",26.2,6
7.3,75,260,37,2022-03-01,"Oncidium",20.3,4
6.5,66,0,0,2022-03-15,"Paphiopedalum",21.5,8
3.9,70,283,37,2022-03-03,"Odontoglossum",19.9,5
17,55,284,0,2022-03-06,"Cambria",21,4
14.5,76,260,38,2022-03-20,"Phalaenopsis",24.4,8
3.3,66,295,33,2022-04-09,"Odontoglossum",18.4,8
3.4,65,278,35,2022-03-29,"Odontoglossum",19,6
6,0,281,32,2022-03-11,"Paphiopedalum",20.3,7
28.4,86,262,34,2022-03-15,"Dendrobium",20.5,7
7.4,73,286,37,2022-03-03,"Cattleya",20.3,6
13.6,93,311,33,2022-04-08,"Miltoniopsis",17.2,3
8.2,71,255,31,2022-03-05,"Paphiopedalum",21.3,6
3.6,79,317,44,2022-03-21,"Odontoglossum",20.4,5
3.1,83,293,37,2022-03-16,"Odontoglossum",17.4,8
17.4,75,0,39,2022-03-25,"Phalaenopsis",28.7,8
32.9,80,276,39,2022-04-01,"Dendrobium",16.9,7
25.3,66,286,35,2022-04-06,"Vanda",28,7
13.1,85,267,35,2022-03-11,"Cymbidium",19.6,6
3.5,101,0,38,2022-03-27,"Odontoglossum",18.3,10
20.1,89,279,31,2022-03-30,"Cambria",20,9
3.3,69,265,37,2022-03-20,"Odontoglossum",18,8
7.8,75,232,30,2022-03-14,"Paphiopedalum",19.7,8
20.5,72,282,40,2022-04-02,"Vanda",23.7,9
15.4,77,286,39,2022-03-20,"Miltoniopsis",18.1,5
14.6,78,269,0,2022-04-20,"Miltoniopsis",19.4,1
18,0,303,35,2022-03-27,"Phalaenopsis",26.7,8
21.1,76,240,35,2022-03-26,"Vanda",24.9,9
6.5,78,300,35,2022-03-13,"Paphiopedalum",20.2,8
14.4,73,269,39,2022-03-12,"Miltoniopsis",18.5,8
8,88,263,38,2022-04-02,"Oncidium",22.7,5
16.5,70,323,38,2022-04-13,"Cambria",22.7,7
8.6,76,314,33,2022-03-28,"Cattleya",20.3,10
8.5,109,298,0,2022-04-07,"Oncidium",21.6,6
2.9,81,267,35,2022-04-02,"Odontoglossum",18.9,8
17.1,83,280,32,2022-04-14,"Phalaenopsis",26.5,5
15.2,67,253,38,2022-04-15,"Phalaenopsis",26.5,7
16.9,88,250,35,2022-03-02,"Vanda",25.5,2
15.5,113,290,36,2022-03-13,"Cambria",20.4,7
20.6,0,255,32,2022-03-16,"Dendrobium",18.6,7
16.6,89,317,35,2022-03-12,"Phalaenopsis",26.7,4
17.8,81,275,0,2022-04-08,"Phalaenopsis",25.3,6
24.5,105,257,0,2022-04-12,"Dendrobium",19,9
12.7,82,287,39,2022-04-08,"Phalaenopsis",24.5,6
13,74,301,38,2022-03-22,"Phalaenopsis",25.3,9
23.3,101,294,41,2022-04-19,"Dendrobium",17.1,7
27.9,94,285,0,2022-04-19,"Dendrobium",19.6,6
17.6,85,246,37,2022-03-17,"Phalaenopsis",28.3,6
15.4,0,269,35,2022-04-13,"Phalaenopsis",27.4,8
5.1,61,305,37,2022-03-18,"Oncidium",20,7
15.6,79,259,32,2022-04-05,"Phalaenopsis",28.6,10
15.9,79,278,37,2022-03-05,"Miltoniopsis",19.9,5
14.4,86,272,31,2022-04-03,"Cymbidium",17.1,9
8.6,72,248,33,2022-03-10,"Cattleya",20.4,7
23.4,93,280,36,2022-04-04,"Dendrobium",19.2,7
13.7,72,262,35,2022-03-07,"Miltoniopsis",20.7,7
3.5,72,270,31,2022-03-07,"Odontoglossum",19.3,3
14.8,71,289,37,2022-03-14,"Miltoniopsis",17.7,7
8.7,79,296,36,2022-04-11,"Cattleya",20.8,6
12.4,92,270,0,2022-03-14,"Phalaenopsis",26.9,6
22.6,90,335,37,2022-03-05,"Vanda",26.6,5
12.8,65,283,40,2022-03-26,"Cymbidium",18,9
12.8,89,293,35,2022-03-28,"Cymbidium",19,7
9.3,86,276,33,2022-03-17,"Cattleya",21.1,9
17.3,91,261,34,2022-03-17,"Vanda",28.1,5
28.4,93,279,38,2022-03-19,"Dendrobium",19.8,5
17.6,0,322,38,2022-03-11,"Miltoniopsis",20.4,7
22.5,68,246,36,2022-03-29,"Vanda",27.4,8
3.5,70,265,36,2022-03-22,"Odontoglossum",18.9,6
15.1,0,0,0,2022-03-21,"Cambria",19.9,8
6.9,71,256,38,2022-04-18,"Oncidium",22,3
17.5,93,270,35,2022-03-27,"Phalaenopsis",25.7,7
15.3,83,263,35,2022-03-21,"Cambria",21.6,6
4.9,76,270,36,2022-03-07,"Oncidium",20.5,6
6,0,252,38,2022-03-27,"Oncidium",21.9,5
23.7,81,272,37,2022-03-25,"Vanda",27.5,8
9,86,258,35,2022-03-31,"Cattleya",21.5,7
21.4,72,257,39,2022-03-11,"Vanda",25.8,5
8.5,70,0,36,2022-03-11,"Oncidium",21.7,7
7.8,76,290,38,2022-03-27,"Oncidium",21.4,6
8.6,110,304,36,2022-03-27,"Cattleya",21.6,4
22.1,0,284,36,2022-03-20,"Vanda",24.9,5
15,0,287,33,2022-03-07,"Cymbidium",19.3,6
3.1,70,0,40,2022-03-25,"Odontoglossum",20.1,7
6.6,81,283,36,2022-03-18,"Oncidium",20.5,5
17.2,82,297,36,2022-03-16,"Cymbidium",18.9,6
24,73,282,37,2022-04-26,"Vanda",25.8,4
6.9,67,257,36,2022-03-26,"Paphiopedalum",21.2,5
3.3,76,282,31,2022-03-10,"Odontoglossum",18.5,6
21.9,63,283,41,2022-03-30,"Cambria",21,7
12.9,79,0,0,2022-03-18,"Cymbidium",16.9,6
13.9,0,0,0,2022-04-04,"Cymbidium",18.7,7
20.3,73,322,36,2022-03-06,"Vanda",28.8,6
26.4,64,284,38,2022-04-11,"Dendrobium",18.4,6
3.4,69,271,41,2022-03-16,"Odontoglossum",20.2,5
7.4,0,266,35,2022-03-17,"Oncidium",21.1,8
23.7,80,277,32,2022-03-14,"Dendrobium",16.7,5
13.8,96,269,40,2022-03-18,"Cambria",20,5
20.8,82,316,37,2022-03-23,"Vanda",25.1,7
8.1,74,277,34,2022-03-29,"Paphiopedalum",20.5,3
22.4,87,307,0,2022-04-02,"Vanda",25.2,8
19.3,66,302,41,2022-04-19,"Cambria",20,7
17.6,70,284,40,2022-03-08,"Phalaenopsis",23.9,7
6.4,67,268,37,2022-03-12,"Paphiopedalum",21.3,7
19,75,0,37,2022-03-21,"Cambria",21.2,7
18.1,0,257,0,2022-04-04,"Cambria",19.7,6
14,66,280,33,2022-04-04,"Phalaenopsis",27,7
17.9,87,262,35,2022-04-15,"Miltoniopsis",19.5,2
8.4,74,265,38,2022-03-17,"Cattleya",19.5,9
8,0,296,36,2022-04-08,"Oncidium",20.5,6
6.3,98,302,39,2022-04-01,"Cattleya",19.7,4
15.4,86,251,34,2022-03-24,"Phalaenopsis",26.2,7
8.3,97,297,39,2022-04-08,"Oncidium",21.3,6
15.4,85,306,37,2022-03-23,"Cambria",19.1,4
8.9,69,300,42,2022-03-25,"Cattleya",20.6,8
28.2,78,0,35,2022-03-30,"Dendrobium",16.8,7
19.9,95,243,37,2022-04-16,"Vanda",24.9,9
13.2,72,260,33,2022-03-19,"Phalaenopsis",24.7,7
14,100,274,39,2022-03-24,"Miltoniopsis",20,6
19.4,0,304,34,2022-03-28,"Vanda",25,5
17.3,58,0,39,2022-04-18,"Cambria",20,7
24.9,73,269,30,2022-03-21,"Dendrobium",18.2,8
18.9,82,285,33,2022-04-02,"Vanda",24.6,8
20.4,0,301,36,2022-04-02,"Vanda",24,7
8,69,278,35,2022-03-28,"Cattleya",22.7,7
7.5,87,287,39,2022-04-14,"Paphiopedalum",19.7,4
12.5,72,276,36,2022-03-07,"Phalaenopsis",24.5,4
6.6,77,302,37,2022-04-11,"Oncidium",22.3,5
18.1,75,292,35,2022-03-20,"Cambria",21.2,9
7.6,102,0,38,2022-03-17,"Cattleya",19.4,8
16.4,75,306,38,2022-04-08,"Cymbidium",17.8,7
7.1,85,293,40,2022-03-25,"Cattleya",21.4,8
14,74,336,38,2022-03-14,"Cymbidium",17.9,7
6.7,69,341,0,2022-03-20,"Oncidium",22.5,5
6.3,79,271,36,2022-03-14,"Oncidium",21.9,5
3.1,72,327,33,2022-03-15,"Odontoglossum",17.6,4
13.9,80,0,32,2022-03-18,"Phalaenopsis",27.1,8
14.8,0,0,36,2022-03-13,"Phalaenopsis",24.9,6
21.7,75,292,35,2022-04-10,"Vanda",26.3,8
13.6,95,307,38,2022-03-19,"Miltoniopsis",17.4,4
3.5,89,272,43,2022-03-16,"Odontoglossum",18.4,9
7.4,76,255,34,2022-04-16,"Oncidium",22.3,6
17.5,93,304,41,2022-04-06,"Miltoniopsis",20.4,6
15.7,86,282,36,2022-03-18,"Phalaenopsis",26.3,4
24.2,0,307,41,2022-03-13,"Dendrobium",19.1,7
13.4,0,268,0,2022-03-17,"Cambria",21.2,6
7.3,76,268,34,2022-03-16,"Oncidium",20.2,6
15.5,62,257,0,2022-03-27,"Phalaenopsis",26.8,5
8.2,0,0,32,2022-03-19,"Paphiopedalum",21.7,8
24.9,0,240,40,2022-03-05,"Vanda",24.5,4
7.5,73,263,32,2022-03-28,"Paphiopedalum",20.4,5
12.1,78,281,35,2022-03-17,"Cymbidium",18.6,7
7.4,98,281,37,2022-04-07,"Oncidium",22.9,5
17.3,67,262,32,2022-04-18,"Cymbidium",17.8,5
7.1,93,264,35,2022-04-17,"Paphiopedalum",22.6,0
27.1,80,299,0,2022-03-26,"Dendrobium",20.2,9
5.4,95,312,37,2022-04-03,"Oncidium",22,8
17.1,74,310,0,2022-03-20,"Cambria",19.2,8
18.9,75,231,40,2022-03-28,"Vanda",25.9,9
14.9,69,270,41,2022-03-27,"Miltoniopsis",20,5
14.1,83,295,35,2022-03-27,"Cymbidium",18.4,7
23.8,80,278,33,2022-03-14,"Dendrobium",20.4,5
8.1,89,262,34,2022-03-29,"Cattleya",21.9,5
18.3,69,305,36,2022-03-31,"Phalaenopsis",24.2,8
23.1,80,299,0,2022-03-18,"Vanda",25.7,7
22.8,72,252,39,2022-03-20,"Dendrobium",19.5,7
17.9,90,299,37,2022-03-09,"Cambria",21.6,5
5.6,77,308,38,2022-04-08,"Oncidium",20.2,5
7.8,67,270,34,2022-03-03,"Paphiopedalum",22.2,7
13.1,74,257,35,2022-03-19,"Cymbidium",19.6,6
23,55,254,38,2022-03-26,"Dendrobium",16.8,8
11.5,79,297,31,2022-03-26,"Cattleya",22.6,7
23.9,80,260,37,2022-03-09,"Vanda",28.8,7
6.9,88,308,36,2022-04-12,"Paphiopedalum",21.6,3
24.8,68,293,37,2022-03-22,"Dendrobium",17.7,7
6.1,0,265,30,2022-03-30,"Cattleya",21.1,7
6.5,82,258,37,2022-04-11,"Paphiopedalum",19.6,2
26.5,78,273,35,2022-03-14,"Dendrobium",17.2,6
21.8,75,265,33,2022-03-11,"Vanda",26.7,6
15.1,87,282,40,2022-03-09,"Miltoniopsis",17.9,8
27.9,84,316,34,2022-04-12,"Dendrobium",19.1,9
16.2,104,262,36,2022-03-15,"Cymbidium",18.8,5
2.6,88,287,37,2022-03-24,"Odontoglossum",17.9,7
24.5,99,273,37,2022-03-31,"Vanda",24.8,5
7.8,72,332,37,2022-03-18,"Cattleya",20.8,9
16.5,63,275,36,2022-04-10,"Miltoniopsis",17.4,4
8.1,98,306,36,2022-04-11,"Paphiopedalum",21.4,5
14.5,84,338,36,2022-04-03,"Cymbidium",16.9,6
17,67,272,38,2022-03-30,"Cambria",21,8
6.2,80,279,37,2022-03-16,"Oncidium",21.2,8
14.7,91,285,40,2022-04-01,"Phalaenopsis",24.9,9
22.4,101,250,34,2022-03-12,"Vanda",25.3,6
6.7,86,278,37,2022-04-02,"Paphiopedalum",21.6,6
8.6,74,242,36,2022-03-30,"Oncidium",22.1,8
11.7,69,303,33,2022-04-02,"Miltoniopsis",18.4,6
14.6,0,303,33,2022-03-13,"Cymbidium",16.2,4
16,76,270,33,2022-04-14,"Cambria",20.6,5
17.2,86,0,0,2022-03-31,"Phalaenopsis",24.3,6
14.4,70,302,37,2022-03-18,"Phalaenopsis",23.4,8
18.6,77,262,36,2022-03-22,"Vanda",25,7
14.2,63,265,36,2022-04-01,"Cymbidium",18.2,10
15.7,84,289,36,2022-04-02,"Cambria",21,9
3.3,76,313,34,2022-04-06,"Odontoglossum",20,6
27.4,71,315,39,2022-04-05,"Dendrobium",17.5,10
15,76,263,35,2022-04-10,"Miltoniopsis",16.3,3
8.6,85,0,39,2022-03-25,"Cattleya",21.3,6
20.6,80,278,35,2022-04-03,"Vanda",27.7,5
6.2,73,287,38,2022-03-24,"Paphiopedalum",21.8,6
15.1,0,295,36,2022-03-31,"Cambria",21.4,10
27.6,0,267,37,2022-03-22,"Dendrobium",20.4,7
28.3,60,266,35,2022-04-04,"Dendrobium",17.5,8
20.8,76,285,33,2022-03-30,"Vanda",27.1,7
5.8,71,280,35,2022-03-06,"Cattleya",20.2,7
13.8,88,261,39,2022-04-15,"Miltoniopsis",16.8,4
5.4,0,262,40,2022-04-03,"Paphiopedalum",19.9,3
3.3,90,262,36,2022-03-09,"Odontoglossum",17.2,3
9,70,285,36,2022-04-23,"Paphiopedalum",20.5,1
13.3,0,0,0,2022-04-11,"Cymbidium",19.4,6
12.8,85,290,34,2022-03-31,"Cymbidium",19.6,6
16.3,76,275,38,2022-03-16,"Cambria",21,7
3.1,85,0,37,2022-03-23,"Odontoglossum",17.5,7
7.2,0,277,37,2022-03-13,"Paphiopedalum",20.3,9
20,83,0,36,2022-03-19,"Vanda",25,7
19.7,74,255,40,2022-04-06,"Vanda",26.7,6
3.5,87,314,38,2022-04-14,"Odontoglossum",18.9,7
18.4,65,277,39,2022-04-13,"Cambria",20.7,8
8.4,70,291,37,2022-03-09,"Cattleya",20.2,7
6.2,71,229,38,2022-04-07,"Oncidium",21.1,6
14,0,303,35,2022-03-31,"Vanda",23.2,10
20.2,67,301,39,2022-03-27,"Vanda",27.3,8
15,61,307,35,2022-03-23,"Phalaenopsis",27.6,8
7.3,96,263,32,2022-04-04,"Paphiopedalum",22.4,3
12.3,75,299,32,2022-03-21,"Cymbidium",18.4,7
25,80,286,37,2022-04-05,"Dendrobium",18.9,4
3.6,82,280,35,2022-03-19,"Odontoglossum",19.6,7
6.8,71,276,42,2022-03-16,"Paphiopedalum",20.9,7
6.5,90,261,36,2022-03-15,"Oncidium",20,8
15.9,65,249,35,2022-03-26,"Cymbidium",17.5,7
30.3,84,284,35,2022-03-22,"Dendrobium",18.4,5
7.5,86,251,40,2022-04-16,"Paphiopedalum",20.9,7
6.6,0,267,38,2022-03-30,"Oncidium",21.4,7
7.9,59,310,40,2022-04-03,"Paphiopedalum",20.6,3
6.4,73,0,0,2022-03-17,"Paphiopedalum",19.7,10
3.6,92,0,40,2022-03-19,"Odontoglossum",18.3,5
5.5,79,298,0,2022-03-24,"Oncidium",20.1,8
3.5,63,253,35,2022-03-14,"Odontoglossum",20,3
23.6,66,0,35,2022-04-10,"Dendrobium",20.4,8
5.9,90,326,35,2022-03-08,"Oncidium",19.7,5
18.7,86,306,35,2022-04-03,"Miltoniopsis",17.3,4
21.1,82,284,35,2022-03-18,"Vanda",25.4,6
18.1,78,338,35,2022-03-13,"Dendrobium",16.6,6
13,78,352,32,2022-03-26,"Phalaenopsis",27.2,9
6.8,0,287,37,2022-04-14,"Paphiopedalum",20.5,5
13.8,79,0,42,2022-04-05,"Phalaenopsis",26.2,5
6.8,81,0,33,2022-03-22,"Paphiopedalum",22.4,5
7.9,77,294,34,2022-03-15,"Oncidium",21.4,6
19.2,0,0,33,2022-03-13,"Phalaenopsis",25.5,6
22.7,91,0,34,2022-03-15,"Vanda",26.7,8
9.2,71,303,37,2022-03-10,"Paphiopedalum",22,7
13.4,76,0,33,2022-03-18,"Cymbidium",19,7
20.9,78,269,36,2022-03-08,"Cambria",20.7,7
22.6,73,243,34,2022-03-16,"Vanda",26.6,8
6.1,80,260,38,2022-04-08,"Oncidium",21.3,6
21.4,0,291,37,2022-03-27,"Vanda",25.5,7
14.6,89,287,0,2022-04-02,"Miltoniopsis",20.1,5
6.8,75,242,39,2022-03-26,"Paphiopedalum",19.9,7
14.7,0,265,37,2022-04-06,"Miltoniopsis",20.3,7
24.1,0,289,0,2022-03-26,"Vanda",27.6,4
8.2,87,321,40,2022-04-13,"Oncidium",21.1,6
15.7,65,301,38,2022-03-10,"Cambria",21.9,4
25,74,269,35,2022-03-28,"Dendrobium",18.1,6
6.2,81,285,33,2022-03-27,"Paphiopedalum",21.9,8
7,73,278,35,2022-03-31,"Oncidium",22.5,8
17.5,77,284,34,2022-04-08,"Cymbidium",17.3,6
26.4,85,268,34,2022-03-15,"Vanda",27.5,8
27.2,94,0,32,2022-03-06,"Dendrobium",17,3
19,71,263,0,2022-03-23,"Cambria",21,7
8.9,77,292,32,2022-04-07,"Paphiopedalum",22,2
13.9,69,275,39,2022-04-02,"Cymbidium",16.1,6
14.3,91,266,30,2022-03-21,"Cymbidium",17.7,4
14.6,80,284,34,2022-03-12,"Cymbidium",18.4,4
16.2,72,299,34,2022-04-02,"Cambria",20.2,8
16.8,64,306,33,2022-04-03,"Phalaenopsis",24.6,8
7.4,66,0,33,2022-04-08,"Oncidium",21.7,6
8,96,295,34,2022-03-24,"Paphiopedalum",19.5,7
15.5,87,293,40,2022-04-09,"Miltoniopsis",18.8,3
8.4,75,264,36,2022-03-19,"Cattleya",21.4,6
8,0,253,42,2022-04-05,"Cattleya",21.8,7
9,78,328,38,2022-04-03,"Paphiopedalum",21.5,7
19.8,72,295,0,2022-04-08,"Cambria",21.5,7
17.8,82,252,0,2022-03-26,"Cambria",19.9,9
7.6,94,257,0,2022-04-04,"Oncidium",19.9,8
2.5,60,268,39,2022-03-16,"Odontoglossum",17.2,6
2.9,85,294,35,2022-03-13,"Odontoglossum",17.1,7
2.7,76,244,38,2022-03-27,"Odontoglossum",16.6,7
8.4,0,290,38,2022-04-03,"Cattleya",20.2,4
5.4,62,267,40,2022-04-11,"Oncidium",21.7,4
19.4,87,284,40,2022-04-11,"Cambria",21.3,5
6.3,78,0,36,2022-03-31,"Paphiopedalum",20.1,8
6.8,90,247,35,2022-03-30,"Paphiopedalum",20.8,7
15.7,79,293,37,2022-03-16,"Cymbidium",19.5,5
16.2,91,224,37,2022-04-05,"Miltoniopsis",16.8,3
7.3,71,246,0,2022-03-18,"Cattleya",21.8,7
22.4,72,267,40,2022-03-18,"Vanda",27.2,8
14.6,80,273,35,2022-04-10,"Cymbidium",18.4,7
14.4,86,267,36,2022-03-21,"Cymbidium",18.5,7
8,83,296,35,2022-03-22,"Paphiopedalum",21,4
6.6,81,0,37,2022-03-17,"Paphiopedalum",20,8
6.7,90,0,33,2022-03-21,"Paphiopedalum",22.9,7
6.9,91,278,40,2022-04-10,"Cattleya",19.2,6
15.4,89,262,39,2022-04-20,"Cambria",22.1,5
26,0,296,37,2022-03-27,"Dendrobium",19.1,6
7.1,77,308,36,2022-03-30,"Oncidium",21.9,10
13.7,78,274,38,2022-03-26,"Cymbidium",20.2,6
8.4,71,242,37,2022-03-25,"Oncidium",22,10
11.8,0,316,38,2022-03-10,"Phalaenopsis",23.2,8
15.1,75,260,35,2022-03-07,"Cambria",19.5,3
15.8,75,313,35,2022-03-12,"Phalaenopsis",24.7,6
7.1,84,0,35,2022-03-29,"Paphiopedalum",21.4,6
8.3,91,295,36,2022-03-09,"Paphiopedalum",20.8,7
19.5,91,299,36,2022-03-15,"Vanda",24.9,6
13.4,68,242,38,2022-03-23,"Cymbidium",17.9,9
14.2,79,302,37,2022-04-10,"Cymbidium",17.2,6
3.4,78,260,39,2022-03-22,"Odontoglossum",19.2,7
3.6,89,275,41,2022-03-27,"Odontoglossum",18.9,9
26.9,0,0,36,2022-03-25,"Dendrobium",18.9,6
14.2,95,286,37,2022-04-11,"Miltoniopsis",16.4,7
10.7,87,236,34,2022-03-23,"Cymbidium",17,8
20.3,84,228,38,2022-03-31,"Cambria",19.7,9
14.8,69,260,38,2022-03-09,"Cymbidium",19,6
6.6,76,292,39,2022-03-28,"Paphiopedalum",20.7,6
16.5,80,258,41,2022-03-26,"Cymbidium",19.6,5
2.8,70,309,37,2022-03-11,"Odontoglossum",17.1,4
19.3,67,273,39,2022-04-10,"Vanda",25.3,8
3.2,84,284,38,2022-03-18,"Odontoglossum",18.2,5
14,67,0,37,2022-03-31,"Cymbidium",17.9,6
17.2,82,298,0,2022-04-15,"Cambria",21.7,5
15.3,98,0,34,2022-03-23,"Miltoniopsis",17.5,9
7.5,84,254,35,2022-03-25,"Oncidium",22.6,8
3.2,92,279,36,2022-03-14,"Odontoglossum",20.6,6
7.3,78,329,36,2022-04-02,"Cattleya",19.9,5
7.7,76,328,34,2022-03-10,"Paphiopedalum",20.7,8
7,83,271,34,2022-03-08,"Oncidium",20,7
8.9,49,272,37,2022-03-15,"Cattleya",21.4,6
26.2,78,290,32,2022-04-06,"Vanda",24.6,6
6.6,89,291,0,2022-03-22,"Oncidium",21.3,8
8,81,263,33,2022-04-02,"Paphiopedalum",22.3,5
7.3,75,319,34,2022-03-29,"Paphiopedalum",21.4,3
2.9,88,266,39,2022-04-15,"Odontoglossum",16.9,6
27.7,97,281,36,2022-03-29,"Dendrobium",18.1,6
3.4,80,271,35,2022-03-21,"Odontoglossum",17.1,8
7.7,90,291,36,2022-03-27,"Oncidium",20.1,9
18.5,72,0,36,2022-03-18,"Miltoniopsis",20.3,8
14.1,81,293,31,2022-03-30,"Phalaenopsis",28.1,7
8.4,79,293,33,2022-04-17,"Oncidium",20,2
30,79,252,35,2022-03-23,"Dendrobium",20.1,7
24.1,0,312,35,2022-03-20,"Vanda",24.5,6
8.3,69,312,40,2022-03-06,"Cattleya",21.9,5
6.6,92,266,38,2022-03-27,"Paphiopedalum",20,6
6.1,80,0,37,2022-03-12,"Paphiopedalum",20.9,7
14.9,88,278,33,2022-03-21,"Cymbidium",19.3,6
9.7,89,284,37,2022-03-16,"Cattleya",20.6,8
16.2,103,294,33,2022-03-22,"Miltoniopsis",19.3,8
3.4,114,294,32,2022-03-21,"Odontoglossum",20.1,6
18.8,74,266,39,2022-03-08,"Phalaenopsis",26.2,7
24.5,102,264,38,2022-04-13,"Dendrobium",17.3,5
23.9,79,286,35,2022-04-01,"Dendrobium",18.8,6
9.3,97,279,38,2022-03-15,"Paphiopedalum",21.9,5
27.5,96,289,34,2022-03-25,"Dendrobium",17.9,8
6.6,85,274,37,2022-03-07,"Oncidium",20.6,3
22.2,88,271,0,2022-04-02,"Vanda",26.9,7
5.5,69,280,38,2022-04-03,"Oncidium",20.8,4
15,92,254,35,2022-03-23,"Miltoniopsis",16.3,7
12.3,76,268,40,2022-03-09,"Cymbidium",17.1,4
11.2,81,252,39,2022-03-30,"Phalaenopsis",24.7,8
3.1,89,265,38,2022-03-23,"Odontoglossum",18.2,4
3.9,0,295,36,2022-03-05,"Odontoglossum",19.8,4
5.8,98,286,40,2022-03-29,"Oncidium",21.6,6
16.4,77,291,0,2022-03-05,"Miltoniopsis",20.1,7
17.2,70,267,37,2022-03-23,"Cambria",20.4,8
11.3,83,288,32,2022-03-30,"Cymbidium",19.4,9
28.7,89,272,40,2022-04-03,"Dendrobium",18.7,7
17,0,0,30,2022-03-11,"Cymbidium",20.1,6
9.3,80,275,35,2022-03-26,"Cattleya",19.4,5
10.5,89,273,33,2022-03-29,"Cymbidium",16.8,8
14.9,87,281,34,2022-03-31,"Miltoniopsis",18.2,5
10.5,80,283,37,2022-03-23,"Cymbidium",18.5,8
18.5,90,0,0,2022-03-09,"Phalaenopsis",27,4
13.1,71,332,33,2022-04-05,"Phalaenopsis",27.9,6
13.5,76,281,0,2022-03-27,"Cymbidium",18.9,7
28.9,0,278,36,2022-03-06,"Dendrobium",19.9,5
8.2,83,265,36,2022-04-06,"Cattleya",22.4,6
6.8,85,282,37,2022-03-12,"Paphiopedalum",21,6
23.2,90,277,31,2022-03-20,"Dendrobium",18.8,7
